miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-let-7g-3p	76.981396	55.120415	28.869432	80.73749	8.328753	9.105156	47.606227	52.456013	27.690366	93.268706	35.534803	31.058327	37.158251	94.383924	24.523381	72.411133	88.746663	36.363227	65.122003	17.874673	49.317904	24.24834	109.3551	52.131484	31.152815	44.612739	53.638196	38.710511	31.196794	54.908786	75.938891	26.870567	56.73346	65.476152	29.153296	17.479159	35.832876	34.960657	32.390603	17.553626	73.85198	69.270104	57.625936	79.581775	24.216166	210.90187	40.072704	13.345399	18.736767	81.930841	77.771119	52.579706	71.743846	55.632977	21.124415	82.774762	62.668994	205.990579	40.873929	137.705615	40.901592	78.038039	55.968533	60.957738	75.768832	72.34843	82.268726	44.332071	276.178709	12.95971	26.137652	68.999477	98.992333	44.248756	99.896758	52.52911	44.922658	37.564294	31.672606	135.416616	8.04135	94.344364	54.689744	62.315319	5.111646	84.29774	25.995323	25.61199	14.89789	4.402521	7.141262	12.556024	52.224993	30.177326	67.401328	54.50443	25.245589	7.528328	31.994102	19.709302	26.589105	37.959165	17.629698	14.454506	26.991365	13.767806	20.149265	38.905689	45.07125	22.983549	34.774723	17.906668	9.288894	3.715296	18.167778	19.695437	10.787196	10.433901	57.30844	33.949379	21.798768	15.194042	20.784358	8.549073	7.991773	17.245688	10.327176	3.747638	41.774938	41.319607	7.416006	15.316457	63.749875	13.730789	5.601448	11.080946	23.05107	5.659794	31.163151	5.631285	19.036421	32.297823	84.108646	37.424506	10.757742	13.94797	27.71362	20.93596	17.5267	49.171394	9.218288	17.693963	101.433794	7.470454	1.118629	51.33428	102.980324	24.932383	13.368845	21.642664	19.316356	27.851591	26.55322	30.11816	48.782852	34.704808	8.448147	52.414089	17.290379	26.422204	11.107358	6.698495
hsa-let-7g-5p	787.32631	1045.706571	567.047315	372.686412	535.670294	397.805529	360.047096	378.967924	370.087759	749.897049	569.617583	971.574618	885.604991	470.171768	537.59098	603.614674	555.536706	417.311318	615.290647	509.139869	639.972337	1064.401063	848.644316	947.634507	554.305265	727.586631	1011.252216	498.709084	504.348173	350.707731	671.504573	480.508961	598.78467	531.084348	496.628961	536.794167	646.982476	1040.788221	510.915937	609.361598	1323.814016	529.266891	692.081798	354.188017	462.980252	2276.861431	1055.492974	353.335332	194.671835	429.544926	375.577596	396.886118	785.950611	475.544723	348.428594	808.909229	419.174279	1026.851401	518.175933	1014.26826	919.615297	918.001528	713.909747	653.83437	521.213458	447.902553	600.41212	422.297257	1554.103885	282.27869	376.817823	425.308254	758.785572	354.941635	711.579855	423.855583	727.491013	758.15741	349.243256	600.175726	181.734524	714.726294	445.819065	557.579559	350.829303	603.601308	1093.125384	489.37194	301.43397	492.220939	136.080709	709.415364	1035.301129	962.75404	560.064078	247.674544	877.948546	728.295973	555.844211	823.242423	1169.182045	676.849345	769.484449	468.705163	657.527359	601.593234	901.34382	596.553926	1296.952702	381.9647	444.715212	452.582264	394.02886	318.164454	376.742373	488.895636	405.059196	392.859038	733.81152	427.762174	1044.827048	611.86819	656.074666	674.426848	563.833318	658.40732	308.28534	411.704838	418.402121	449.625776	434.173498	190.361682	427.349825	406.039079	335.068425	261.633453	318.104771	323.315734	441.90371	310.659273	451.435142	494.469258	658.234575	493.386363	415.828113	394.213648	1179.518689	635.50766	392.159914	1287.562054	356.781929	392.736592	724.631336	464.82827	309.301126	381.648183	777.129873	406.568864	393.866783	398.300938	399.142798	469.299308	472.824368	348.611779	697.557137	748.678851	198.206525	664.583767	596.366412	559.563575	399.107575	637.54805
hsa-let-7i-3p	47.794136	82.906527	196.269037	87.476846	132.164152	33.984031	64.408425	77.613488	46.712443	215.683881	85.654785	43.581847	171.499621	318.691395	126.944561	197.433478	102.667707	83.404545	162.243612	50.452704	100.376439	95.983011	236.986818	162.766076	79.49339	91.764414	57.082851	74.25174	53.885371	37.786692	86.177843	37.934918	49.950112	139.136823	97.177654	97.515307	89.582189	219.685212	134.451562	104.247046	585.294206	92.54053	134.08015	100.705331	55.409871	600.19157	218.377855	36.858721	72.406489	49.253222	70.815978	161.546611	61.402391	122.34992	19.881804	91.33767	154.076572	424.387113	94.493491	55.921062	73.756969	186.13127	82.335932	83.503751	71.617116	142.066008	101.714061	98.536026	80.618641	5.669874	50.532794	142.52351	101.327057	170.333921	280.990385	88.756082	154.785322	50.620177	18.15896	118.676007	6.43308	188.935057	176.765062	98.564101	57.506018	264.198456	202.675404	86.440464	164.704448	116.283967	150.363232	127.843153	165.873698	179.11703	72.987074	32.862966	113.272968	88.388141	159.543925	274.414141	203.480513	219.73545	241.112041	172.980165	140.709084	131.692051	201.492657	79.97281	194.136166	124.767839	96.299235	176.960016	68.018671	73.29266	100.878987	115.928848	67.959333	132.91882	98.148937	364.616329	376.937025	294.84655	283.323615	126.811245	122.632368	392.63472	71.907747	95.832466	401.431052	136.183556	205.625647	169.028045	135.680043	352.517022	74.34649	140.358653	136.001316	79.944591	235.511689	154.234665	143.679659	337.77272	197.406044	487.016234	59.167583	92.86411	128.76694	458.565037	155.062611	278.182608	116.082158	323.348502	179.515921	78.854795	5.779587	607.899267	105.634457	55.265282	162.997089	125.299627	73.550743	131.830865	226.233449	202.289691	516.269504	183.788846	18.196009	242.919143	168.353693	183.193951	163.076214	72.19491
hsa-let-7i-5p	469.185188	285.767726	297.958373	261.756604	503.012818	281.875099	378.449501	453.905084	448.824715	622.485336	542.568703	277.020243	267.729967	370.544294	605.871763	699.219998	409.800766	466.95001	433.959555	482.327858	498.400939	628.941304	628.106453	429.215874	560.750675	455.55773	598.385738	582.242289	484.022987	517.205343	517.920299	467.073678	327.759066	529.265567	243.455595	354.949586	321.500521	434.17357	278.681418	424.152929	723.335293	505.996465	521.77148	404.786305	563.949351	546.587346	565.061893	280.888879	426.49963	325.355418	354.079888	404.138493	442.420389	680.598073	290.274321	412.73209	433.228915	466.77413	599.044782	399.136577	284.634849	804.635457	708.934766	526.63032	300.999472	343.326186	446.644393	640.941207	249.837964	355.582051	330.205675	462.63584	541.189215	517.662866	586.585884	525.291105	605.641217	492.916844	425.257509	469.068576	233.9302	334.885542	811.556723	480.601813	357.730027	1307.22938	474.084206	359.939923	463.655439	489.828264	897.815291	373.827083	502.665553	433.515132	602.888129	1221.540471	443.458688	500.215534	805.398215	416.927561	487.466929	497.746239	497.779696	589.55432	662.394656	670.432261	488.283873	570.076444	521.727203	733.284666	709.538105	644.991171	546.546496	472.855877	546.945781	546.486096	584.666003	643.272654	480.863922	592.756155	658.504441	366.299616	516.327207	392.069972	292.113056	462.08996	522.861116	558.933487	524.797669	610.01431	534.626684	306.876159	581.365007	639.182293	528.572987	499.8738	799.103775	677.760336	722.882948	532.782217	562.027687	317.560534	465.331481	465.915184	712.079785	633.531432	425.505453	515.294731	725.410649	544.527656	520.321205	621.717292	672.819832	511.726121	432.909714	405.730931	465.534766	668.223877	475.108235	478.037066	501.668078	569.100843	348.201247	332.959822	663.088943	400.001432	422.082415	443.335835	526.294876	556.334194	201.194648	780.598173
hsa-miR-100-3p	0	0.67771	0.215444	0	0	0	0	0.267633	0.240786	0.416378	0	0	0	0.582617	0	0	0	0.577194	0	0	0	0	0.30461	0.19308	0	0	0	0	0	0.590417	0	0	0	0.909391	0	0	0	0	0.611143	0	0	1.082346	0	0	0.410443	1.757516	0.367639	0	0	0	0	0	0	0.63946	0	0	0.262214	0	0	0	0.670518	0	0	0	0	0	0	0.822657	0.997755	0	0	0	0	0	0.984205	0.301891	0.5819	0	0	0	0.146206	0.123165	0	0	0.170388	0	0	0	0	0.191414	0	0	0.890199	0	0	0	0.332179	0.557654	0.853176	0	0	0.534636	0	0.473918	0	0.2993	0	0	1.099299	1.094455	0	0.702222	0.299642	0.337754	0	0.249309	1.07872	0.453648	0	0.678988	0	0.41065	0	0.237474	0	0	1.147464	0	0	0.733484	1.011274	0	0	0	0	0.615608	0	0.707474	0.510871	0	0	0	0.482459	0.497666	1.241278	0	0	0	0.730279	0.455291	0	0.34694	0	0.415025	0	0.253502	0.530826	0.270026	0	0.379696	0	0.232097	0	0	0	0	0	0	0	0.29358	0.25244	0
hsa-miR-100-5p	2121.913721	1039.381277	1385.517201	1207.962252	9635.92831	4718.907178	2707.554147	3117.653483	1803.485571	4235.398553	4285.125952	1307.705869	1084.25872	10326.30037	17499.11524	3587.179609	2517.969027	3098.666421	2215.270888	5368.456105	3087.300816	5207.836054	4743.391708	1756.251725	4463.446467	1357.968271	1859.621466	7112.320469	1960.671243	1814.942038	1686.867265	3695.493254	1104.7608	1289.51645	653.136125	2388.971696	2881.560406	4972.9173	2890.708599	7334.908143	5097.857326	3427.787813	2585.749961	2173.761402	8274.540722	568.556291	3756.907942	1578.570085	6563.108448	1423.133954	1522.543512	1541.854531	1798.443738	9961.287121	2326.667963	2102.859536	2241.924234	1435.214151	5681.476067	2915.584361	3271.456827	2546.254675	3781.482921	2447.773276	4184.584639	1667.960169	1639.092183	11644.7098	8309.906033	3017.587543	1922.424322	3146.45158	2541.58145	2164.858493	3149.454407	4979.397418	5103.493193	2806.556713	3035.502456	1862.682909	2990.651414	2339.395352	4259.940349	2275.527392	4684.227216	6693.191372	7598.565236	6628.931669	18327.71517	15896.06606	18806.11594	15360.58333	10104.05236	5673.986236	15846.01515	28387.99139	16690.65551	13987.35353	11960.67541	6610.57601	8403.265141	6526.303294	11511.15545	11126.17908	12146.55692	10651.49255	16489.48745	10292.98687	15644.12093	12546.82898	12179.1781	10494.71209	14959.61279	10374.7957	8003.384942	18462.10535	13384.21294	8195.148419	2775.177674	9695.263589	3928.92512	8956.271957	10263.64411	18675.92436	12565.54631	7861.199139	13837.65143	9027.525336	11794.89288	17947.37887	11948.53561	5053.336827	13472.37952	8816.568411	13941.49441	17314.59422	15918.30086	15521.27764	10508.11264	13255.10852	10204.42851	5608.360756	13195.97089	8580.563165	11159.50256	9266.957153	6029.064153	8747.178715	9203.2216	2795.0295	10778.56987	6782.338926	7008.418278	15012.29305	10170.76815	13794.21799	6925.161438	20083.34977	13776.0821	9735.401363	14602.05147	7392.508525	7426.228065	9493.149306	5300.662005	4919.284434	7767.746146	5340.693258	8151.352093	4163.84585	1703.96972	17969.98329
hsa-miR-101-5p	6.931973	6.325294	10.34129	1.88702	7.452042	3.462525	10.001308	7.493716	5.778859	14.156856	9.281478	4.508467	9.527758	10.487103	13.944667	7.919968	11.310851	4.040358	6.175363	8.360734	8.993264	6.062086	20.10428	6.178547	13.965055	5.803282	16.73118	9.281468	17.96179	5.313753	15.358428	10.274041	12.33336	0.909391	3.068768	4.139801	3.981431	3.77953	4.278003	5.373559	11.043286	8.658763	2.85277	5.894947	10.67153	7.030063	6.985149	9.532428	5.239942	12.313306	12.013426	7.97761	13.896331	10.018199	1.491135	20.93155	6.030908	10.079841	8.790092	19.572372	4.023108	5.27284	10.944957	11.133833	11.071245	43.409058	5.98318	2.376564	4.190572	6.479856	2.613767	3.01637	17.276964	15.701172	4.42892	7.547285	12.801794	11.68158	1.266904	8.28743	1.754476	8.128889	4.883013	4.887476	2.385435	15.97479	16.302152	13.263352	11.918311	9.857818	2.777158	10.843839	17.507242	16.548854	29.045876	9.618429	22.920337	6.970674	7.251996	12.507826	39.883657	9.088814	5.185205	11.847956	15.044367	14.366404	10.746275	10.807136	24.624293	5.472274	12.706149	9.831111	12.884594	6.079576	9.561989	26.426792	17.798873	10.433901	4.611023	10.184815	15.440795	6.159748	21.331313	6.174329	4.133675	11.812114	16.446984	1.606131	15.665601	23.960482	7.416006	9.846293	18.61722	10.928588	1.527668	3.693649	18.440856	4.952319	16.858753	6.882682	18.129925	18.128455	29.510395	18.115052	10.343983	8.442192	14.532752	12.156365	12.658173	45.073779	7.511198	11.795975	21.892186	21.581312	4.660958	22.688484	20.171403	11.881137	12.340472	12.150267	8.915241	13.229506	11.152352	8.537432	13.467081	10.916537	5.523789	13.43951	15.47034	11.156042	9.087839	12.80157
hsa-miR-103a-2-5p	2.189044	2.936742	1.938992	1.078297	0.876711	0.128242	1.600209	0.535265	1.203929	0.832756	0	1.753293	2.38194	5.826168	0.961702	3.394272	5.655426	2.308776	1.68419	0.864903	1.450526	0	1.523051	4.826991	2.14847	3.989757	1.968375	1.811019	2.836072	2.952085	13.651935	4.741865	3.08334	5.456346	2.557307	1.226608	1.493036	2.834648	2.444573	1.791186	2.070616	2.164691	5.134985	9.333665	1.641773	1.757516	1.470557	0.635495	0.635144	4.262298	5.058285	3.444876	3.231705	2.344684	0.248523	2.283442	1.153738	4.135319	1.318514	4.893093	1.341036	2.63642	1.989992	1.391729	0.518964	3.288565	0.299159	2.74219	0.798204	0	0.435628	3.016369	3.268615	1.903172	1.968409	1.207566	2.560359	0.458101	0.422301	3.149224	0.146206	2.21697	1.464904	1.221869	0.085194	1.720362	1.321796	0.914714	0.82766	0.095707	0.793474	1.141456	2.373863	1.297949	0.372383	1.603071	0.664358	0.278827	1.279764	0.75805	1.107879	5.346361	1.555562	0.473918	1.327444	1.4965	1.343284	0.540356	0.43972	0	2.006234	1.404445	0.299642	1.351016	0.956198	0.747928	0	0.453648	2.634871	2.71595	1.513804	0.41065	0.546956	0.237474	0.551156	0.472484	1.529952	0.535377	1.9582	0.48899	1.685456	0	0.564158	0	1.527668	0	2.305107	0	1.532613	0	0	3.125596	0.884508	1.492999	0	1.835259	1.689855	0.675354	1.217132	1.821163	0	1.387762	1.459479	1.660101	0.559315	0.760508	2.654132	0.720069	0	0.759392	1.300139	2.553063	3.363408	2.134358	2.825262	2.9328	0.324929	4.031853	1.82004	2.05506	0.25244	0.446566
hsa-miR-106a-3p	0	0.67771	1.077218	0.404361	0	0.128242	0	0	0.240786	0	0	0.500941	0	0	0	0.565712	0	0	0	0	0	0	0	0	0	1.45082	0	0.226377	0	0	0	0	0	0.909391	0	0.306652	0.497679	0.472441	0.611143	0	0	0	0.285277	0	0	4.393789	0.367639	0	0	0.473589	0	0.181309	0	0	0.248523	0	0.209771	0	0	0	0.670518	0	0.248749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165532	0	0	0	0.296733	0.324487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453248	0.208373	0.08041	0	0	0	0	0	0.243426	0	0	0	0	0	0	0	0	0	0	0	0	0.232097	0.354043	0	0.18835	0	0	0	0	0	0.25244	0
hsa-miR-106a-5p	5.10777	12.424682	14.865605	17.7919	7.671222	4.231976	8.001047	6.155552	28.894296	17.487881	19.35851	15.278694	12.386086	20.974206	6.251058	26.022751	30.452285	10.389493	17.964691	18.162973	9.86358	4.546564	17.362789	14.094809	9.668115	48.23979	19.683743	5.433054	10.871611	16.531678	29.010363	11.064352	3.391674	31.828685	29.153296	18.552442	24.386264	20.314975	27.501454	10.388882	18.635545	30.305671	26.81603	4.912456	9.029755	130.056154	16.543775	7.625942	3.493294	8.998185	13.277998	53.304942	10.018283	16.199642	2.236703	7.80176	4.3003	12.664413	8.790093	42.639809	22.79761	13.1821	8.457467	7.515338	8.476422	53.932466	9.573088	4.204691	11.573962	21.869511	7.841297	25.262101	38.289488	14.273792	29.526136	12.377549	10.823335	15.575441	7.601425	13.09414	3.655159	8.867878	15.137339	8.960373	0.766746	12.042534	13.65856	8.689783	4.965963	3.445452	3.967368	7.419468	10.682385	17.19783	15.640087	6.412286	7.640113	7.528328	10.664701	15.540026	17.356777	16.039083	7.777809	8.530528	3.097369	4.190201	13.432844	8.915886	14.510744	5.472274	4.012469	5.266666	3.595702	6.755083	4.302894	5.484805	4.854238	6.35107	27.007427	5.431901	23.918094	2.87455	7.383917	5.69938	3.858096	9.449692	3.442392	8.566032	3.9164	4.400905	4.045094	2.735081	4.513265	3.082422	10.693674	4.309257	5.378583	8.489691	5.108712	7.508381	14.50394	5.834445	4.342131	5.673395	3.723834	18.352592	17.236519	14.182426	7.059365	25.496279	12.973887	14.571498	18.973229	8.300503	24.236978	6.591068	32.911238	4.500431	9.769542	11.011181	2.786013	12.533217	9.028092	12.094696	108.772581	30.794404	8.448146	16.631393	12.1336	24.367143	10.097599	8.633617
hsa-miR-106b-3p	494.724038	84.261946	163.952511	433.34062	454.026602	479.110723	312.440865	114.814435	223.208427	443.026351	267.57176	144.020469	122.908063	510.954944	234.655097	364.884221	826.127018	252.233812	510.870884	208.441747	367.273336	138.417603	345.123478	254.671947	186.916891	119.692716	280.001222	291.800276	262.809356	528.423267	401.878849	448.106218	176.058725	361.937621	466.964199	364.609119	268.746565	241.889952	229.789941	524.101129	578.392153	313.880159	743.146367	212.218066	216.303714	515.830822	372.78644	156.967314	148.623845	300.728806	313.613615	765.125366	144.780375	456.787242	631.495761	338.710521	341.768896	687.496782	207.446177	631.208986	186.068717	348.534756	301.235087	153.646903	243.394402	872.785151	137.313983	594.50679	567.722848	265.674063	250.050207	333.685998	359.080681	179.849782	600.856851	249.362327	187.720846	174.53654	2894.87609	579.622899	363.469051	156.665836	356.459933	146.216991	153.093799	361.521792	289.913945	235.538832	331.064219	335.644339	613.751768	290.500739	278.928938	268.026569	301.257871	546.647376	275.708398	315.074445	488.869891	333.163025	197.941115	490.795972	315.260475	283.877039	220.355739	226.570187	253.209107	337.723009	228.654147	249.535679	318.991213	262.631134	244.208001	194.546419	182.155891	201.192646	237.857663	294.417456	423.55548	321.840112	302.760664	297.31045	287.699267	375.921724	241.957796	169.385735	209.603431	255.374784	300.910107	265.521258	233.267128	258.191706	288.848988	271.813602	341.179096	393.373594	297.358808	309.873724	267.696584	253.720717	242.487751	213.790752	205.044974	288.04925	225.085068	265.745514	274.43243	287.025247	329.112481	286.833132	267.330381	433.675567	331.301743	215.813124	759.549601	272.768813	426.784438	290.09773	232.92644	289.328232	283.801859	178.714377	318.107595	400.784972	916.326573	402.608366	505.5891	364.714702	212.944671	392.516527	246.12896	335.222556
hsa-miR-106b-5p	354.990036	84.261945	218.675163	144.087441	144.657283	276.617192	141.618524	57.273402	150.491119	276.475092	111.112554	111.960259	168.164907	195.759249	70.685039	299.827346	371.952923	175.467	275.084323	177.016919	187.117929	75.776061	160.834242	256.409664	152.541372	259.334218	233.252336	134.468087	126.677891	232.62432	258.533527	222.077333	132.891963	287.367558	237.318059	136.613426	138.354713	147.874133	137.507278	137.204875	286.435255	167.763535	461.578051	183.725824	85.782689	855.03133	235.656912	126.463546	64.943539	163.388092	223.196786	442.394761	152.213299	167.751545	136.190349	361.544938	157.328016	445.322164	131.411879	608.840559	207.190031	285.26067	231.834105	111.059989	128.530234	796.490443	112.184627	260.965081	568.321502	73.303361	180.785429	193.424764	738.239993	149.399025	428.62106	115.624421	120.91876	180.262803	250.002428	232.048058	80.267299	193.122666	159.186215	83.494385	68.410863	360.047197	148.92236	71.347685	64.226458	102.023629	31.342205	57.643565	172.10509	141.152008	99.798652	125.841111	94.670957	101.493007	106.647009	128.868518	143.655027	85.541781	105.259666	88.148796	92.921094	121.815148	86.641842	100.776545	127.07894	52.533826	64.19949	67.41334	75.210072	57.755967	56.415735	84.765179	65.801893	88.007682	203.54377	77.404585	171.362537	57.490971	93.256131	68.630055	57.871455	149.541381	63.875498	84.054173	81.591677	89.485064	79.89062	36.103077	88.854914	66.972629	54.486811	38.167703	58.396045	47.400776	121.076508	55.061463	78.865176	100.435811	103.487406	122.127306	77.78675	118.924787	85.168685	132.369291	99.80482	262.702725	57.358242	134.612895	171.488788	100.021082	207.132942	133.595878	214.453873	93.158905	51.41864	61.510727	58.320539	67.308013	90.280953	98.18046	713.661128	200.245115	77.333036	135.739051	75.228317	139.744104	148.939576	169.099833
hsa-miR-107	93.76407	33.207791	69.588255	70.089308	97.534076	266.10138	49.206436	38.806745	48.879516	51.214512	36.595542	31.559267	44.304069	58.261682	30.774439	49.782654	81.351108	51.370273	60.069435	35.461043	32.20169	36.877682	59.39901	78.004146	24.707405	36.27052	87.59265	58.178953	55.776087	43.690862	42.662299	38.725229	28.366729	90.02971	55.237824	52.130823	45.288773	84.094554	90.449231	94.574639	66.25972	38.423261	60.763983	50.107044	28.731042	128.298638	49.631329	34.952236	32.551164	42.149392	34.143418	66.903142	30.378022	46.680543	42.497354	90.766809	32.933999	83.223294	57.1356	71.299354	27.826493	53.782972	45.769823	49.54556	40.479238	123.650044	47.566282	237.747871	24.544785	29.56434	30.058301	50.147161	90.120379	94.682821	43.7971	51.623435	29.094985	32.296134	95.440115	150.168243	45.323975	46.679523	30.762981	41.950837	40.552391	93.636847	62.565017	25.154633	35.920468	42.111067	47.211677	23.399863	38.575278	48.02413	36.121153	96.985824	35.210952	35.411023	42.658802	46.999107	32.128502	75.383692	29.555672	39.335215	28.318809	25.739809	26.194045	31.610874	28.14205	33.928097	32.76849	32.653336	37.455216	25.331565	23.426872	23.933698	25.34991	45.364785	32.277168	28.51748	59.038331	20.943139	37.466538	37.045982	49.052947	30.7115	30.599041	25.698092	23.498402	24.938462	22.24802	16.957505	20.873852	25.780259	32.590241	30.164798	21.514332	22.639176	24.010952	27.217882	33.540362	32.08945	29.751625	36.230105	28.549393	69.739846	38.866663	42.547273	47.224719	59.64308	29.361957	34.000164	43.784373	21.58131	76.066824	26.364273	31.318758	53.465111	22.110015	33.413234	60.735083	46.651416	51.867292	54.781852	277.723235	80.814952	38.016662	56.781931	53.084498	62.82613	46.448953	99.286611
hsa-miR-10a-3p	0.364841	3.840355	4.308873	1.752232	2.08219	1.667141	4.400575	2.408695	13.243221	0.416378	1.06074	37.069614	10.956922	0	0.961701	1.131424	3.915295	1.154388	0.561397	0	3.191158	4.04139	1.827661	1.351558	1.074235	2.538936	6.397217	2.716526	0.945358	1.180834	2.559738	0.790311	12.025027	1.818782	0	2.146564	2.986073	2.362206	34.835175	2.865897	2.070615	1.082346	0	4.421212	0	0.878758	1.838196	0	0.476358	0.473589	2.529143	1.087855	0.646341	0.639459	1.491136	1.902868	1.730608	1.033829	3.076532	0	23.468128	9.491112	2.238741	1.948421	1.729882	0	1.196636	1.096876	0.997755	6.074865	0.435628	2.262277	17.276964	0.951586	0	1.811348	6.517278	1.145253	2.533807	2.32048	1.023445	2.832795	1.464904	0.40729	3.492957	3.932256	3.084192	3.658856	1.655321	5.551005	2.380421	2.853641	4.154261	3.56936	0.372383	4.007679	2.98961	1.115308	0.853176	3.0322	3.692931	5.346361	1.555563	1.658714	2.654887	2.394401	1.343284	1.62107	0.879439	0	1.33749	1.404444	2.996417	2.026525	1.912398	3.490331	1.61808	1.814592	13.833072	2.71595	3.027608	2.053249	3.008263	3.087164	2.480205	1.181211	2.677416	0	1.958199	1.955958	2.022547	0	1.974553	1.961541	2.03689	4.309257	1.536738	2.122423	3.576099	0.938547	0.906496	3.333969	2.171066	4.777596	2.068797	1.468207	2.703768	4.052122	2.67769	3.187036	3.414181	3.122464	0.72974	2.075126	1.677943	3.675788	1.061653	2.250215	1.028372	1.518784	3.714685	5.106126	1.770213	1.897207	0.659228	2.118134	0.649857	3.695866	1.82004	3.22938	1.2622	6.251928
hsa-miR-10a-5p	20486.90185	27127.37696	29805.74752	13267.23193	23472.83556	11448.38659	40919.7523	33211.07871	225913.8964	15031.25126	20735.61815	176687.5693	54791.74706	4904.468325	41525.29659	28302.56992	29503.0448	19074.82138	7902.779586	16265.95206	71681.83337	37152.4973	14009.02804	11947.5704	29646.73781	21543.6008	68076.71148	29022.92183	20949.11992	12953.15985	27095.67874	14746.40903	170961.0401	15865.23553	9827.21813	15785.82695	20561.10302	26745.84783	109007.8269	46386.35317	16052.79795	29740.68628	14121.49259	32874.64103	23527.85208	3992.196633	18919.83106	14475.94523	15969.28314	9614.797182	31128.04794	9929.58671	10412.87614	21683.64574	15471.27328	11114.65256	15879.58869	11386.08398	27361.35937	5851.440104	186068.7167	65583.06279	36961.12251	25107.07268	16140.66432	8348.351113	25494.03118	9512.657081	4227.290289	234907.3036	13012.19453	21063.69293	111735.7278	17705.21193	7251.618772	28932.06808	44885.88132	34080.20618	29994.37917	20805.59461	23218.30352	16517.16083	21365.13412	19096.99808	65660.03022	18537.39244	33765.72222	65062.68535	60100.57068	52328.83766	24777.40093	41824.11636	20179.32164	43219.44691	26135.70308	32401.28085	41074.57182	28112.44756	28288.75915	37708.44483	20905.68401	40394.96779	28712.55505	33714.07137	43813.18081	39710.84017	33694.94549	27017.84096	22418.87945	52460.49839	46178.1576	36058.06114	39173.36041	50397.31715	46372.30083	65762.82054	64170.86918	53246.00915	129132.3832	46827.7361	28672.64579	34241.62224	27415.93547	43329.31289	27561.9693	28652.88492	67334.72023	43257.91836	45084.94999	39969.99561	26747.51463	34936.83876	40034.92139	43233.21439	48240.17786	52761.31026	55940.33768	52585.14629	32102.13339	41674.64432	36478.76963	40705.67618	22985.78291	34835.24707	39611.66205	45481.39029	49564.45681	30418.59762	43391.24122	35907.86556	42832.26811	22839.09006	16950.38939	36101.38568	56103.5702	59780.22591	23207.73096	36076.25853	44417.99241	35316.26955	44435.97909	47715.8098	40090.05436	45197.16131	23269.13868	33682.07592	35342.49762	46620.14805	52118.96631	43890.2175	12884.78792	37651.50697
